TimePeriod,GeoType,GeoID,GeoRank,Geography,"Estimated annual rate per 10,000",Number
2019,CD,315,6,Sheepshead Bay (CD15),56.8,68
2019,CD,316,6,Brownsville (CD16),555.3,334
2019,CD,317,6,East Flatbush (CD17),307.9,262
2019,CD,318,6,Flatlands and Canarsie (CD18),179.6,212
2019,CD,401,6,Long Island City and Astoria (CD1),133.6,131
2019,CD,402,6,Woodside and Sunnyside (CD2),87.7,81
2019,CD,403,6,Jackson Heights (CD3),149.9,188
2019,CD,404,6,Elmhurst and Corona (CD4),143.1,188
2019,CD,405,6,Ridgewood and Maspeth (CD5),106.2,116
2019,CD,406,6,Rego Park and Forest Hills (CD6),57,40
2019,CD,407,6,Flushing and Whitestone (CD7),92.1,134
2019,CD,408,6,Hillcrest and Fresh Meadows (CD8),127.5,136
2019,CD,409,6,Kew Gardens and Woodhaven (CD9),188.8,188
2019,CD,410,6,South Ozone Park and Howard Beach (CD10),138.4,104
2019,CD,411,6,Bayside and Little Neck (CD11),36.4,23
2019,CD,412,6,Jamaica and Hollis (CD12),268.4,381
2019,CD,413,6,Queens Village (CD13),155.3,163
2019,CD,414,6,Rockaway and Broad Channel (CD14),159.1,140
2019,CD,501,6,St. George and Stapleton (CD1),138.4,170
2019,CD,502,6,South Beach and Willowbrook (CD2),65.9,50
2019,CD,503,6,Tottenville and Great Kills (CD3),43.2,38
2019,UHF42,101,4,Kingsbridge - Riverdale,127.8,81
2019,UHF42,102,4,Northeast Bronx,322.1,399
2019,UHF42,103,4,Fordham - Bronx Pk,341.3,716
2019,UHF42,104,4,Pelham - Throgs Neck,315.2,647
2019,UHF42,105,4,Crotona - Tremont,433.8,777
2019,UHF42,106,4,High Bridge - Morrisania,492,859
2019,UHF42,107,4,Hunts Point - Mott Haven,529.2,605
2019,UHF42,201,4,Greenpoint,49.6,61
2019,UHF42,202,4,Downtown - Heights - Slope,85.4,175
2019,UHF42,203,4,Bedford Stuyvesant - Crown Heights,290.7,665
2019,UHF42,204,4,East New York,331.4,463
2019,UHF42,205,4,Sunset Park,75.2,76
2019,UHF42,206,4,Borough Park,34.5,118
2019,UHF42,207,4,East Flatbush - Flatbush,221.6,419
2019,UHF42,208,4,Canarsie - Flatlands,192.6,231
2019,UHF42,209,4,Bensonhurst - Bay Ridge,35.6,50
2019,UHF42,210,4,Coney Island - Sheepshead Bay,91.6,172
2019,UHF42,211,4,Williamsburg - Bushwick,261.2,436
2019,UHF42,301,4,Washington Heights,269.8,383
2019,UHF42,302,4,Central Harlem - Morningside Heights,373.1,391
2019,UHF42,303,4,East Harlem,413,268
2019,UHF42,304,4,Upper West Side,103.6,122
2019,UHF42,305,4,Upper East Side,54.7,63
2019,UHF42,306,4,Chelsea - Clinton,90.6,50
2019,UHF42,307,4,Gramercy Park - Murray Hill,88.7,43
2019,UHF42,308,4,Greenwich Village - SoHo,30.5,11
2019,UHF42,309,4,Union Square - Lower East Side,229,157
2019,UHF42,310,4,Lower Manhattan,87.5,36
2019,UHF42,401,4,Long Island City - Astoria,110.2,118
2019,UHF42,402,4,West Queens,156.2,486
2019,UHF42,403,4,Flushing - Clearview,94.6,134
2019,UHF42,404,4,Bayside - Little Neck,29.7,14
2019,UHF42,405,4,Ridgewood - Forest Hills,82.4,140
2019,UHF42,406,4,Fresh Meadows,120,88
2019,UHF42,407,4,Southwest Queens,157.1,291
2019,UHF42,408,4,Jamaica,221,444
2019,UHF42,409,4,Southeast Queens,136.2,158
2019,UHF42,410,4,Rockaways,136.6,140
2019,UHF42,501,4,Port Richmond,157.9,80
2019,UHF42,502,4,Stapleton - St. George,139.6,104
2019,UHF42,503,4,Willowbrook,52.5,28
2019,UHF42,504,4,South Beach - Tottenville,43.1,47
2019,Borough,1,1,Bronx,389.8,4145
2019,Borough,2,1,Brooklyn,149,2895
2019,Borough,3,1,Manhattan,193,1551
2019,Borough,4,1,Queens,141,2047
2019,Borough,5,1,Staten Island,91.8,264
2019,Citywide,1,0,New York City,196.4,10902
2018,UHF42,101,4,Kingsbridge - Riverdale,211.8,124
2018,UHF42,102,4,Northeast Bronx,419.7,491
2018,UHF42,103,4,Fordham - Bronx Pk,436.6,888
2018,UHF42,104,4,Pelham - Throgs Neck,362,710
2018,UHF42,105,4,Crotona - Tremont,477,826
2018,UHF42,106,4,High Bridge - Morrisania,603.3,1036
2018,UHF42,107,4,Hunts Point - Mott Haven,613.6,687
2018,UHF42,201,4,Greenpoint,70.3,81
2018,UHF42,202,4,Downtown - Heights - Slope,114.7,224
2018,UHF42,203,4,Bedford Stuyvesant - Crown Heights,388.8,849
2018,UHF42,204,4,East New York,414.2,560
2018,UHF42,205,4,Sunset Park,83.1,80
2018,UHF42,206,4,Borough Park,49.2,162
2018,UHF42,207,4,East Flatbush - Flatbush,236.9,444
2018,UHF42,208,4,Canarsie - Flatlands,256.8,303
2018,UHF42,209,4,Bensonhurst - Bay Ridge,45.9,60
2018,UHF42,210,4,Coney Island - Sheepshead Bay,98.4,176
2018,UHF42,211,4,Williamsburg - Bushwick,357.2,577
2018,UHF42,301,4,Washington Heights,240.5,342
2018,UHF42,302,4,Central Harlem - Morningside Heights,488.9,500
2018,UHF42,303,4,East Harlem,529.2,345
2018,UHF42,304,4,Upper West Side,143.7,164
2018,UHF42,305,4,Upper East Side,72.3,79
2018,UHF42,306,4,Chelsea - Clinton,116.8,60
2018,UHF42,307,4,Gramercy Park - Murray Hill,62.9,28
2018,UHF42,308,4,Greenwich Village - SoHo,99.1,34
2018,UHF42,309,4,Union Square - Lower East Side,200.5,131
2018,UHF42,310,4,Lower Manhattan,107.7,40
2018,UHF42,401,4,Long Island City - Astoria,121.7,132
2018,UHF42,402,4,West Queens,176.9,547
2018,UHF42,403,4,Flushing - Clearview,123.5,162
2018,UHF42,404,4,Bayside - Little Neck,50.4,22
2018,UHF42,405,4,Ridgewood - Forest Hills,106.6,176
2018,UHF42,406,4,Fresh Meadows,137.9,96
2018,UHF42,407,4,Southwest Queens,156.7,283
2018,UHF42,408,4,Jamaica,251.6,484
2018,UHF42,409,4,Southeast Queens,152.1,168
2018,UHF42,410,4,Rockaways,165.3,165
2018,UHF42,501,4,Port Richmond,201.3,98
2018,UHF42,502,4,Stapleton - St. George,162.6,117
2018,UHF42,503,4,Willowbrook,89.5,45
2018,UHF42,504,4,South Beach - Tottenville,34.8,36
2018,Borough,1,1,Bronx,475.2,4876
2018,Borough,2,1,Brooklyn,192.1,3584
2018,Borough,3,1,Manhattan,229.4,1776
2018,Borough,4,1,Queens,164.5,2316
2018,Borough,5,1,Staten Island,109.3,300
2018,Citywide,1,0,New York City,240.3,12852
2017,UHF42,101,4,Kingsbridge - Riverdale,193.5,126
2017,UHF42,102,4,Northeast Bronx,386.7,494
2017,UHF42,103,4,Fordham - Bronx Pk,435.9,942
2017,UHF42,104,4,Pelham - Throgs Neck,338.3,713
2017,UHF42,105,4,Crotona - Tremont,499.7,924
2017,UHF42,106,4,High Bridge - Morrisania,608,1096
2017,UHF42,107,4,Hunts Point - Mott Haven,681.1,805
2017,UHF42,201,4,Greenpoint,61.7,77
2017,UHF42,202,4,Downtown - Heights - Slope,110.5,231
2017,UHF42,203,4,Bedford Stuyvesant - Crown Heights,358.8,840
2017,UHF42,204,4,East New York,408.8,591
2017,UHF42,205,4,Sunset Park,82.9,89
2017,UHF42,206,4,Borough Park,39.7,140
2017,UHF42,207,4,East Flatbush - Flatbush,225.4,436
2017,UHF42,208,4,Canarsie - Flatlands,229.4,282
2017,UHF42,209,4,Bensonhurst - Bay Ridge,34,50
2017,UHF42,210,4,Coney Island - Sheepshead Bay,87,169
2017,UHF42,211,4,Williamsburg - Bushwick,319.6,550
2017,UHF42,301,4,Washington Heights,252.5,371
2017,UHF42,302,4,Central Harlem - Morningside Heights,531.7,576
2017,UHF42,303,4,East Harlem,550.6,370
2017,UHF42,304,4,Upper West Side,155.3,184
2017,UHF42,305,4,Upper East Side,63.9,74
2017,UHF42,306,4,Chelsea - Clinton,129.6,72
2017,UHF42,307,4,Gramercy Park - Murray Hill,100.2,49
2017,UHF42,308,4,Greenwich Village - SoHo,44.1,16
2017,UHF42,309,4,Union Square - Lower East Side,273.1,191
2017,UHF42,310,4,Lower Manhattan,84.9,35
2017,UHF42,401,4,Long Island City - Astoria,108.7,121
2017,UHF42,402,4,West Queens,197.3,638
2017,UHF42,403,4,Flushing - Clearview,107.2,159
2017,UHF42,404,4,Bayside - Little Neck,52.7,26
2017,UHF42,405,4,Ridgewood - Forest Hills,97.3,172
2017,UHF42,406,4,Fresh Meadows,111.1,85
2017,UHF42,407,4,Southwest Queens,166,320
2017,UHF42,408,4,Jamaica,236.2,490
2017,UHF42,409,4,Southeast Queens,148.1,177
2017,UHF42,410,4,Rockaways,160,169
2017,UHF42,501,4,Port Richmond,242.9,123
2017,UHF42,502,4,Stapleton - St. George,163.2,120
2017,UHF42,503,4,Willowbrook,46.3,24
2017,UHF42,504,4,South Beach - Tottenville,61.8,68
2017,Borough,1,1,Bronx,472.9,5188
2017,Borough,2,1,Brooklyn,175,3504
2017,Borough,3,1,Manhattan,243.2,1988
2017,Borough,4,1,Queens,159,2398
2017,Borough,5,1,Staten Island,117.8,337
2017,Citywide,1,0,New York City,234.9,13415
2016,UHF42,101,4,Kingsbridge - Riverdale,205.9,122
2016,UHF42,102,4,Northeast Bronx,436.1,525
2016,UHF42,103,4,Fordham - Bronx Pk,576.3,1169
2016,UHF42,104,4,Pelham - Throgs Neck,420.1,866
2016,UHF42,105,4,Crotona - Tremont,695,1279
2016,UHF42,106,4,High Bridge - Morrisania,790.6,1427
2016,UHF42,107,4,Hunts Point - Mott Haven,862,1029
2016,UHF42,201,4,Greenpoint,102.7,117
2016,UHF42,202,4,Downtown - Heights - Slope,145,282
2016,UHF42,203,4,Bedford Stuyvesant - Crown Heights,452.1,1060
2016,UHF42,204,4,East New York,515.3,752
2016,UHF42,205,4,Sunset Park,115.7,127
2016,UHF42,206,4,Borough Park,63.2,214
2016,UHF42,207,4,East Flatbush - Flatbush,298.1,596
2016,UHF42,208,4,Canarsie - Flatlands,261.7,327
2016,UHF42,209,4,Bensonhurst - Bay Ridge,60.7,81
2016,UHF42,210,4,Coney Island - Sheepshead Bay,124.7,215
2016,UHF42,211,4,Williamsburg - Bushwick,380.8,648
2016,UHF42,301,4,Washington Heights,288.5,448
2016,UHF42,302,4,Central Harlem - Morningside Heights,684.9,711
2016,UHF42,303,4,East Harlem,700.1,486
2016,UHF42,304,4,Upper West Side,152.9,178
2016,UHF42,305,4,Upper East Side,71,80
2016,UHF42,306,4,Chelsea - Clinton,87.6,45
2016,UHF42,307,4,Gramercy Park - Murray Hill,94.6,43
2016,UHF42,308,4,Greenwich Village - SoHo,55.8,19
2016,UHF42,309,4,Union Square - Lower East Side,276.6,207
2016,UHF42,310,4,Lower Manhattan,86.2,33
2016,UHF42,401,4,Long Island City - Astoria,132.6,148
2016,UHF42,402,4,West Queens,217,711
2016,UHF42,403,4,Flushing - Clearview,129.8,180
2016,UHF42,404,4,Bayside - Little Neck,50.1,23
2016,UHF42,405,4,Ridgewood - Forest Hills,128.2,203
2016,UHF42,406,4,Fresh Meadows,132.8,94
2016,UHF42,407,4,Southwest Queens,182.3,343
2016,UHF42,408,4,Jamaica,316.4,633
2016,UHF42,409,4,Southeast Queens,183.2,210
2016,UHF42,410,4,Rockaways,198.7,191
2016,UHF42,501,4,Port Richmond,284.7,135
2016,UHF42,502,4,Stapleton - St. George,197.6,143
2016,UHF42,503,4,Willowbrook,75,35
2016,UHF42,504,4,South Beach - Tottenville,50.8,52
2016,Borough,1,1,Bronx,601.5,6417
2016,Borough,2,1,Brooklyn,228,4419
2016,Borough,3,1,Manhattan,277.8,2250
2016,Borough,4,1,Queens,188.8,2736
2016,Borough,5,1,Staten Island,135.8,365
2016,Citywide,1,0,New York City,292.6,16187
2015,UHF42,101,4,Kingsbridge - Riverdale,250.8,151
2015,UHF42,102,4,Northeast Bronx,407.8,498
2015,UHF42,103,4,Fordham - Bronx Pk,636,1305
2015,UHF42,104,4,Pelham - Throgs Neck,478.5,998
2015,UHF42,105,4,Crotona - Tremont,737.6,1374
2015,UHF42,106,4,High Bridge - Morrisania,846.6,1547
2015,UHF42,107,4,Hunts Point - Mott Haven,876.5,1059
2015,UHF42,201,4,Greenpoint,91.2,106
2015,UHF42,202,4,Downtown - Heights - Slope,124.5,246
2015,UHF42,203,4,Bedford Stuyvesant - Crown Heights,509,1184
2015,UHF42,204,4,East New York,554.4,808
2015,UHF42,205,4,Sunset Park,93.7,106
2015,UHF42,206,4,Borough Park,70.2,246
2015,UHF42,207,4,East Flatbush - Flatbush,326.7,649
2015,UHF42,208,4,Canarsie - Flatlands,271.5,337
2015,UHF42,209,4,Bensonhurst - Bay Ridge,61,84
2015,UHF42,210,4,Coney Island - Sheepshead Bay,114.2,203
2015,UHF42,211,4,Williamsburg - Bushwick,438.9,761
2015,UHF42,301,4,Washington Heights,299.9,476
2015,UHF42,302,4,Central Harlem - Morningside Heights,643.5,687
2015,UHF42,303,4,East Harlem,714.6,508
2015,UHF42,304,4,Upper West Side,166.6,197
2015,UHF42,305,4,Upper East Side,67.3,77
2015,UHF42,306,4,Chelsea - Clinton,98.5,51
2015,UHF42,307,4,Gramercy Park - Murray Hill,74.1,34
2015,UHF42,308,4,Greenwich Village - SoHo,43.4,15
2015,UHF42,309,4,Union Square - Lower East Side,323.9,246
2015,UHF42,310,4,Lower Manhattan,70,27
2015,UHF42,401,4,Long Island City - Astoria,128.6,145
2015,UHF42,402,4,West Queens,198.8,665
2015,UHF42,403,4,Flushing - Clearview,129.8,183
2015,UHF42,404,4,Bayside - Little Neck,59.9,28
2015,UHF42,405,4,Ridgewood - Forest Hills,155.5,251
2015,UHF42,406,4,Fresh Meadows,141.8,102
2015,UHF42,407,4,Southwest Queens,205.1,392
2015,UHF42,408,4,Jamaica,347.4,697
2015,UHF42,409,4,Southeast Queens,203.3,233
2015,UHF42,410,4,Rockaways,199.2,193
2015,UHF42,501,4,Port Richmond,261,124
2015,UHF42,502,4,Stapleton - St. George,199.4,145
2015,UHF42,503,4,Willowbrook,72.3,34
2015,UHF42,504,4,South Beach - Tottenville,54,56
2015,Borough,1,1,Bronx,641.7,6932
2015,Borough,2,1,Brooklyn,240.4,4730
2015,Borough,3,1,Manhattan,281.2,2318
2015,Borough,4,1,Queens,196.7,2889
2015,Borough,5,1,Staten Island,132.5,359
2015,Citywide,1,0,New York City,307,17228
2014,UHF42,101,4,Kingsbridge - Riverdale,218.2,137
2014,UHF42,102,4,Northeast Bronx,545.4,653
2014,UHF42,103,4,Fordham - Bronx Pk,735.5,1561
2014,UHF42,104,4,Pelham - Throgs Neck,504.2,1070
2014,UHF42,105,4,Crotona - Tremont,785.4,1454
2014,UHF42,106,4,High Bridge - Morrisania,877.6,1594
2014,UHF42,107,4,Hunts Point - Mott Haven,842.2,1024
2014,UHF42,201,4,Greenpoint,107.9,111
2014,UHF42,202,4,Downtown - Heights - Slope,166.4,297
2014,UHF42,203,4,Bedford Stuyvesant - Crown Heights,506.8,1225
2014,UHF42,204,4,East New York,489.8,776
2014,UHF42,205,4,Sunset Park,97.5,113
2014,UHF42,206,4,Borough Park,60,211
2014,UHF42,207,4,East Flatbush - Flatbush,336.1,711
2014,UHF42,208,4,Canarsie - Flatlands,253.3,322
2014,UHF42,209,4,Bensonhurst - Bay Ridge,61.9,88
2014,UHF42,210,4,Coney Island - Sheepshead Bay,103.8,198
2014,UHF42,211,4,Williamsburg - Bushwick,485.4,844
2014,UHF42,301,4,Washington Heights,363.9,571
2014,UHF42,302,4,Central Harlem - Morningside Heights,644.2,671
2014,UHF42,303,4,East Harlem,720.3,544
2014,UHF42,304,4,Upper West Side,162.5,206
2014,UHF42,305,4,Upper East Side,52.9,65
2014,UHF42,306,4,Chelsea - Clinton,118.9,63
2014,UHF42,307,4,Gramercy Park - Murray Hill,111.8,56
2014,UHF42,308,4,Greenwich Village - SoHo,69.7,26
2014,UHF42,309,4,Union Square - Lower East Side,320.7,267
2014,UHF42,310,4,Lower Manhattan,70.7,26
2014,UHF42,401,4,Long Island City - Astoria,99.1,114
2014,UHF42,402,4,West Queens,154.2,547
2014,UHF42,403,4,Flushing - Clearview,114.5,164
2014,UHF42,404,4,Bayside - Little Neck,40,18
2014,UHF42,405,4,Ridgewood - Forest Hills,152.1,243
2014,UHF42,406,4,Fresh Meadows,127.3,90
2014,UHF42,407,4,Southwest Queens,267.4,477
2014,UHF42,408,4,Jamaica,397.7,762
2014,UHF42,409,4,Southeast Queens,236.3,262
2014,UHF42,410,4,Rockaways,183.6,174
2014,UHF42,501,4,Port Richmond,259.8,137
2014,UHF42,502,4,Stapleton - St. George,201.8,152
2014,UHF42,503,4,Willowbrook,80.7,38
2014,UHF42,504,4,South Beach - Tottenville,66,66
2014,Borough,1,1,Bronx,688,7494
2014,Borough,2,1,Brooklyn,245.9,4903
2014,Borough,3,1,Manhattan,293.4,2502
2014,Borough,4,1,Queens,195.1,2857
2014,Borough,5,1,Staten Island,142.8,393
2014,Citywide,1,0,New York City,319.8,18149
2013,UHF42,101,4,Kingsbridge - Riverdale,257.5,160
2013,UHF42,102,4,Northeast Bronx,651.5,776
2013,UHF42,103,4,Fordham - Bronx Pk,780.3,1638
2013,UHF42,104,4,Pelham - Throgs Neck,520.5,1093
2013,UHF42,105,4,Crotona - Tremont,842,1543
2013,UHF42,106,4,High Bridge - Morrisania,987.5,1777
2013,UHF42,107,4,Hunts Point - Mott Haven,928.6,1117
2013,UHF42,201,4,Greenpoint,100.3,103
2013,UHF42,202,4,Downtown - Heights - Slope,211,370
2013,UHF42,203,4,Bedford Stuyvesant - Crown Heights,585.6,1353
2013,UHF42,204,4,East New York,567.6,864
2013,UHF42,205,4,Sunset Park,145.2,164
2013,UHF42,206,4,Borough Park,63.9,223
2013,UHF42,207,4,East Flatbush - Flatbush,378.2,766
2013,UHF42,208,4,Canarsie - Flatlands,294.2,359
2013,UHF42,209,4,Bensonhurst - Bay Ridge,68.7,96
2013,UHF42,210,4,Coney Island - Sheepshead Bay,101.5,191
2013,UHF42,211,4,Williamsburg - Bushwick,575.1,976
2013,UHF42,301,4,Washington Heights,378.2,581
2013,UHF42,302,4,Central Harlem - Morningside Heights,789.4,813
2013,UHF42,303,4,East Harlem,754.8,559
2013,UHF42,304,4,Upper West Side,141.7,178
2013,UHF42,305,4,Upper East Side,62.4,76
2013,UHF42,306,4,Chelsea - Clinton,126.2,66
2013,UHF42,307,4,Gramercy Park - Murray Hill,97.2,48
2013,UHF42,308,4,Greenwich Village - SoHo,59.8,22
2013,UHF42,309,4,Union Square - Lower East Side,299.9,243
2013,UHF42,310,4,Lower Manhattan,63.5,23
2013,UHF42,401,4,Long Island City - Astoria,142.5,161
2013,UHF42,402,4,West Queens,161.3,561
2013,UHF42,403,4,Flushing - Clearview,112.8,159
2013,UHF42,404,4,Bayside - Little Neck,52,23
2013,UHF42,405,4,Ridgewood - Forest Hills,151.9,239
2013,UHF42,406,4,Fresh Meadows,130.6,91
2013,UHF42,407,4,Southwest Queens,281.5,492
2013,UHF42,408,4,Jamaica,455.1,851
2013,UHF42,409,4,Southeast Queens,259.7,281
2013,UHF42,410,4,Rockaways,200.2,186
2013,UHF42,501,4,Port Richmond,327.4,173
2013,UHF42,502,4,Stapleton - St. George,303,229
2013,UHF42,503,4,Willowbrook,112.1,53
2013,UHF42,504,4,South Beach - Tottenville,63.7,64
2013,Borough,1,1,Bronx,751.5,8107
2013,Borough,2,1,Brooklyn,281.4,5475
2013,Borough,3,1,Manhattan,310.8,2610
2013,Borough,4,1,Queens,212.7,3054
2013,Borough,5,1,Staten Island,187.9,519
2013,Citywide,1,0,New York City,354.5,19765
2012,UHF42,101,4,Kingsbridge - Riverdale,283.5,174
2012,UHF42,102,4,Northeast Bronx,514.6,617
2012,UHF42,103,4,Fordham - Bronx Pk,602.9,1260
2012,UHF42,104,4,Pelham - Throgs Neck,570.7,1190
2012,UHF42,105,4,Crotona - Tremont,782,1431
2012,UHF42,106,4,High Bridge - Morrisania,879.7,1583
2012,UHF42,107,4,Hunts Point - Mott Haven,937.4,1125
2012,UHF42,201,4,Greenpoint,151.1,146
2012,UHF42,202,4,Downtown - Heights - Slope,273.6,453
2012,UHF42,203,4,Bedford Stuyvesant - Crown Heights,614.2,1452
2012,UHF42,204,4,East New York,541.3,829
2012,UHF42,205,4,Sunset Park,143.3,147
2012,UHF42,206,4,Borough Park,72,232
2012,UHF42,207,4,East Flatbush - Flatbush,405.1,838
2012,UHF42,208,4,Canarsie - Flatlands,319.3,395
2012,UHF42,209,4,Bensonhurst - Bay Ridge,80.9,103
2012,UHF42,210,4,Coney Island - Sheepshead Bay,118.6,208
2012,UHF42,211,4,Williamsburg - Bushwick,623.9,1039
2012,UHF42,301,4,Washington Heights,406.4,614
2012,UHF42,302,4,Central Harlem - Morningside Heights,907.5,919
2012,UHF42,303,4,East Harlem,806.9,587
2012,UHF42,304,4,Upper West Side,174.8,219
2012,UHF42,305,4,Upper East Side,100.2,122
2012,UHF42,306,4,Chelsea - Clinton,154.4,80
2012,UHF42,307,4,Gramercy Park - Murray Hill,114.1,56
2012,UHF42,308,4,Greenwich Village - SoHo,46.4,17
2012,UHF42,309,4,Union Square - Lower East Side,394.7,315
2012,UHF42,310,4,Lower Manhattan,75.2,27
2012,UHF42,401,4,Long Island City - Astoria,171.3,186
2012,UHF42,402,4,West Queens,236.3,784
2012,UHF42,403,4,Flushing - Clearview,111.9,148
2012,UHF42,404,4,Bayside - Little Neck,71.9,30
2012,UHF42,405,4,Ridgewood - Forest Hills,178.4,270
2012,UHF42,406,4,Fresh Meadows,104.9,70
2012,UHF42,407,4,Southwest Queens,298.4,502
2012,UHF42,408,4,Jamaica,442.6,819
2012,UHF42,409,4,Southeast Queens,285.6,306
2012,UHF42,410,4,Rockaways,248.7,230
2012,UHF42,501,4,Port Richmond,359.2,191
2012,UHF42,502,4,Stapleton - St. George,274.1,209
2012,UHF42,503,4,Willowbrook,110.2,53
2012,UHF42,504,4,South Beach - Tottenville,73.2,75
2012,Borough,1,1,Bronx,686.2,7383
2012,Borough,2,1,Brooklyn,311.4,5844
2012,Borough,3,1,Manhattan,356.1,2960
2012,Borough,4,1,Queens,241.8,3350
2012,Borough,5,1,Staten Island,188.6,528
2012,Citywide,1,0,New York City,368.2,20065
2011,UHF42,101,4,Kingsbridge - Riverdale,200.5,118
2011,UHF42,102,4,Northeast Bronx,315.8,373
2011,UHF42,103,4,Fordham - Bronx Pk,415.7,858
2011,UHF42,104,4,Pelham - Throgs Neck,507.4,1038
2011,UHF42,105,4,Crotona - Tremont,772.8,1401
2011,UHF42,106,4,High Bridge - Morrisania,884.1,1576
2011,UHF42,107,4,Hunts Point - Mott Haven,895.6,1065
2011,UHF42,201,4,Greenpoint,156.3,151
2011,UHF42,202,4,Downtown - Heights - Slope,250.1,406
2011,UHF42,203,4,Bedford Stuyvesant - Crown Heights,652,1482
2011,UHF42,204,4,East New York,624.1,924
2011,UHF42,205,4,Sunset Park,180.6,181
2011,UHF42,206,4,Borough Park,73.9,237
2011,UHF42,207,4,East Flatbush - Flatbush,411.7,821
2011,UHF42,208,4,Canarsie - Flatlands,331.4,396
2011,UHF42,209,4,Bensonhurst - Bay Ridge,72.5,91
2011,UHF42,210,4,Coney Island - Sheepshead Bay,107.7,187
2011,UHF42,211,4,Williamsburg - Bushwick,712.2,1162
2011,UHF42,301,4,Washington Heights,459.4,669
2011,UHF42,302,4,Central Harlem - Morningside Heights,817,805
2011,UHF42,303,4,East Harlem,897.2,630
2011,UHF42,304,4,Upper West Side,166.8,203
2011,UHF42,305,4,Upper East Side,83,98
2011,UHF42,306,4,Chelsea - Clinton,185.7,93
2011,UHF42,307,4,Gramercy Park - Murray Hill,128.7,61
2011,UHF42,308,4,Greenwich Village - SoHo,50.9,18
2011,UHF42,309,4,Union Square - Lower East Side,474.8,361
2011,UHF42,310,4,Lower Manhattan,124.1,43
2011,UHF42,401,4,Long Island City - Astoria,190.1,203
2011,UHF42,402,4,West Queens,248.3,811
2011,UHF42,403,4,Flushing - Clearview,123.6,162
2011,UHF42,404,4,Bayside - Little Neck,84.8,35
2011,UHF42,405,4,Ridgewood - Forest Hills,199.3,297
2011,UHF42,406,4,Fresh Meadows,151.7,100
2011,UHF42,407,4,Southwest Queens,343.8,570
2011,UHF42,408,4,Jamaica,504.8,922
2011,UHF42,409,4,Southeast Queens,304.3,322
2011,UHF42,410,4,Rockaways,364.4,332
2011,UHF42,501,4,Port Richmond,379.9,203
2011,UHF42,502,4,Stapleton - St. George,287.4,221
2011,UHF42,503,4,Willowbrook,135.3,66
2011,UHF42,504,4,South Beach - Tottenville,85.5,89
2011,Borough,1,1,Bronx,606.1,6430
2011,Borough,2,1,Brooklyn,329.2,6046
2011,Borough,3,1,Manhattan,371.3,2982
2011,Borough,4,1,Queens,275.8,3767
2011,Borough,5,1,Staten Island,204.4,579
2011,Citywide,1,0,New York City,370.2,19804
2010,UHF42,101,4,Kingsbridge - Riverdale,231.9,127
2010,UHF42,102,4,Northeast Bronx,301.5,347
2010,UHF42,103,4,Fordham - Bronx Pk,471.4,945
2010,UHF42,104,4,Pelham - Throgs Neck,473.4,932
2010,UHF42,105,4,Crotona - Tremont,824.9,1460
2010,UHF42,106,4,High Bridge - Morrisania,979.9,1707
2010,UHF42,107,4,Hunts Point - Mott Haven,952.3,1105
2010,UHF42,201,4,Greenpoint,179.7,173
2010,UHF42,202,4,Downtown - Heights - Slope,231.9,368
2010,UHF42,203,4,Bedford Stuyvesant - Crown Heights,645.6,1429
2010,UHF42,204,4,East New York,627.2,903
2010,UHF42,205,4,Sunset Park,165.6,161
2010,UHF42,206,4,Borough Park,61.6,196
2010,UHF42,207,4,East Flatbush - Flatbush,436.5,850
2010,UHF42,208,4,Canarsie - Flatlands,337.9,395
2010,UHF42,209,4,Bensonhurst - Bay Ridge,64.9,80
2010,UHF42,210,4,Coney Island - Sheepshead Bay,116.6,200
2010,UHF42,211,4,Williamsburg - Bushwick,721.1,1152
2010,UHF42,301,4,Washington Heights,469.6,648
2010,UHF42,302,4,Central Harlem - Morningside Heights,783.2,740
2010,UHF42,303,4,East Harlem,"1,012.20",675
2010,UHF42,304,4,Upper West Side,206.2,240
2010,UHF42,305,4,Upper East Side,109,123
2010,UHF42,306,4,Chelsea - Clinton,172.5,82
2010,UHF42,307,4,Gramercy Park - Murray Hill,220.4,99
2010,UHF42,308,4,Greenwich Village - SoHo,77.4,26
2010,UHF42,309,4,Union Square - Lower East Side,402.1,285
2010,UHF42,310,4,Lower Manhattan,155.5,51
2010,UHF42,401,4,Long Island City - Astoria,233.2,242
2010,UHF42,402,4,West Queens,251.3,801
2010,UHF42,403,4,Flushing - Clearview,144.6,185
2010,UHF42,404,4,Bayside - Little Neck,97.1,39
2010,UHF42,405,4,Ridgewood - Forest Hills,204.3,296
2010,UHF42,406,4,Fresh Meadows,146.5,94
2010,UHF42,407,4,Southwest Queens,351,568
2010,UHF42,408,4,Jamaica,575.1,1029
2010,UHF42,409,4,Southeast Queens,327.1,339
2010,UHF42,410,4,Rockaways,475.3,423
2010,UHF42,501,4,Port Richmond,281.2,150
2010,UHF42,502,4,Stapleton - St. George,247.7,190
2010,UHF42,503,4,Willowbrook,118.9,58
2010,UHF42,504,4,South Beach - Tottenville,72.8,76
2010,Borough,1,1,Bronx,643.9,6627
2010,Borough,2,1,Brooklyn,328.1,5911
2010,Borough,3,1,Manhattan,389.5,2973
2010,Borough,4,1,Queens,302.2,4028
2010,Borough,5,1,Staten Island,167.3,474
2010,Citywide,1,0,New York City,384.1,20013
