TimePeriod,GeoType,GeoID,GeoRank,Geography,"Age-adjusted rate per 10,000","Estimated annual rate per 10,000",Number
2006,UHF42,405,4,Ridgewood - Forest Hills,33.7,33,642
2006,UHF42,406,4,Fresh Meadows,42.4,42.2,308
2006,UHF42,407,4,Southwest Queens,59.1,59.1,1172
2006,UHF42,408,4,Jamaica,101.5,102.2,2171
2006,UHF42,409,4,Southeast Queens,60.3,59.3,885
2006,UHF42,410,4,Rockaways,92.8,90.8,718
2006,UHF42,501,4,Port Richmond,134.2,138.9,661
2006,UHF42,502,4,Stapleton - St. George,86.8,86.9,798
2006,UHF42,503,4,Willowbrook,33.9,33.1,219
2006,UHF42,504,4,South Beach - Tottenville,34.6,33.8,481
2006,Borough,1,1,Bronx,189.4,191.9,18701
2006,Borough,2,1,Brooklyn,75.9,76.3,14186
2006,Borough,3,1,Manhattan,146.3,144.6,19238
2006,Borough,4,1,Queens,58.8,59,10173
2006,Borough,5,1,Staten Island,64.7,64.3,2236
2006,Citywide,1,0,New York City,102.7,103.5,64534
2005,UHF42,101,4,Kingsbridge - Riverdale,54.1,52.2,376
2005,UHF42,102,4,Northeast Bronx,115.7,112,1604
2005,UHF42,103,4,Fordham - Bronx Pk,151.4,155.4,2762
2005,UHF42,104,4,Pelham - Throgs Neck,116.2,117.3,2562
2005,UHF42,105,4,Crotona - Tremont,300.1,306.9,4213
2005,UHF42,106,4,High Bridge - Morrisania,250.7,257.9,3504
2005,UHF42,107,4,Hunts Point - Mott Haven,280,287.4,2518
2005,UHF42,201,4,Greenpoint,63.8,59.8,552
2005,UHF42,202,4,Downtown - Heights - Slope,97.4,94.6,1650
2005,UHF42,203,4,Bedford Stuyvesant - Crown Heights,195.1,197.6,4561
2005,UHF42,204,4,East New York,166.3,171.4,2143
2005,UHF42,205,4,Sunset Park,95.6,89.7,826
2005,UHF42,206,4,Borough Park,24.9,24.4,567
2005,UHF42,207,4,East Flatbush - Flatbush,97.5,99.3,2272
2005,UHF42,208,4,Canarsie - Flatlands,65.2,64.2,945
2005,UHF42,209,4,Bensonhurst - Bay Ridge,25.1,24.8,401
2005,UHF42,210,4,Coney Island - Sheepshead Bay,37.8,35.4,806
2005,UHF42,211,4,Williamsburg - Bushwick,225.3,224.6,3193
2005,UHF42,301,4,Washington Heights,97.7,98.9,2001
2005,UHF42,302,4,Central Harlem - Morningside Heights,286.4,290.6,3556
2005,UHF42,303,4,East Harlem,276.5,278.2,2304
2005,UHF42,304,4,Upper West Side,70.3,67.9,1291
2005,UHF42,305,4,Upper East Side,22.1,20.7,397
2005,UHF42,306,4,Chelsea - Clinton,60.6,57.8,725
2005,UHF42,307,4,Gramercy Park - Murray Hill,37.7,34,410
2005,UHF42,308,4,Greenwich Village - SoHo,17.6,17.1,129
2005,UHF42,309,4,Union Square - Lower East Side,70.2,68.5,1172
2005,UHF42,310,4,Lower Manhattan,47.3,45,166
2005,UHF42,401,4,Long Island City - Astoria,54.5,53.1,928
2005,UHF42,402,4,West Queens,41.6,41.3,1530
2005,UHF42,403,4,Flushing - Clearview,21.6,21.1,438
2005,UHF42,404,4,Bayside - Little Neck,16.3,15.2,106
2005,UHF42,405,4,Ridgewood - Forest Hills,43.3,42.9,837
2005,UHF42,406,4,Fresh Meadows,38.3,37.7,275
2005,UHF42,407,4,Southwest Queens,56.5,56.6,1126
2005,UHF42,408,4,Jamaica,90.8,90.9,1931
2005,UHF42,409,4,Southeast Queens,52.6,51.4,771
2005,UHF42,410,4,Rockaways,96.9,94.8,746
2005,UHF42,501,4,Port Richmond,117,123.3,580
2005,UHF42,502,4,Stapleton - St. George,81.3,81.1,740
2005,UHF42,503,4,Willowbrook,36.4,36,238
2005,UHF42,504,4,South Beach - Tottenville,31.9,31.6,448
2005,Borough,1,1,Bronx,184.5,187.1,18188
2005,Borough,2,1,Brooklyn,77.4,77.9,14447
2005,Borough,3,1,Manhattan,138.3,137.1,18146
2005,Borough,4,1,Queens,55.3,55.4,9559
2005,Borough,5,1,Staten Island,60.3,60.2,2085
2005,Citywide,1,0,New York City,99.5,100.3,62425
